NTD,Agency,Mode,TOS,Organization,UZA_ID,UZA_Name,UZA_Area,UZA_Pop,SA_Area,SA_Pop,Passenger_Miles,Unlinked_Trips,Avg_Trip_Length, Fares , Operating_Expenses , Average_Cost , Average_Fare 
90147,City of Los Angeles,CB,PT,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,465,4849476,27575059,1563113,17.64,3758118,14756568,9.44,2.40
90147,City of Los Angeles,DR,PT,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,465,4849476,948506,198289,4.78,128375,10805445,54.49,0.65
90147,City of Los Angeles,DR,TX,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,465,4849476,129746,64209,2.02,142579,1728291,26.92,2.22
90147,City of Los Angeles,MB,PT,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,465,4849476,30643590,17467066,1.75,6832887,67531562,3.87,0.39
90148,Victor Valley Transit Authority,CB,PT,Independent Public Agency or Authority of Transit Service,114,"Victorville-Hesperia, CA",167,328454,327,344288,1891007,35756,52.89,434838,788860,22.06,12.16
90148,Victor Valley Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,114,"Victorville-Hesperia, CA",167,328454,327,344288,2634170,189182,13.92,607636,5557594,29.38,3.21
90148,Victor Valley Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,114,"Victorville-Hesperia, CA",167,328454,327,344288,9889463,1442723,6.85,2705198,16436694,11.39,1.88
90148,Victor Valley Transit Authority,VP,PT,Independent Public Agency or Authority of Transit Service,114,"Victorville-Hesperia, CA",167,328454,327,344288,26049223,572713,45.48,2900698,3555942,6.21,5.06
90151,Southern California Regional Rail Authority,CR,PT,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,2291,8341002,416394626,12824059,32.47,82152185,243009658,18.95,6.41
90154,Los Angeles County Metropolitan Transportation Authority ,HR,DO,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,1469,8621928,207664947,43074277,4.82,31426577,168453369,3.91,0.73
90154,Los Angeles County Metropolitan Transportation Authority ,LR,DO,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,1469,8621928,462756222,59655365,7.76,42986478,446368668,7.48,0.72
90154,Los Angeles County Metropolitan Transportation Authority ,MB,DO,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,1469,8621928,1044644827,254580163,4.10,182029213,1209706503,4.75,0.72
90154,Los Angeles County Metropolitan Transportation Authority ,MB,PT,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,1469,8621928,59202628,12307451,4.81,3849877,53066904,4.31,0.31
90154,Los Angeles County Metropolitan Transportation Authority ,RB,DO,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,1469,8621928,45206002,6860145,6.59,4997045,25666876,3.74,0.73
90154,Los Angeles County Metropolitan Transportation Authority ,VP,PT,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,1469,8621928,142563803,3240720,43.99,15580993,15376446,4.74,4.81
90156,City of San Luis Obispo,MB,PT,"City, County or Local Government Unit or Department of Transportation",447,"San Luis Obispo, CA",20,59219,22,46997,3044185,981995,3.10,703061,3533504,3.60,0.72
90157,Access Services,DR,PT,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,1621,11638106,25870403,2208728,11.71,4916104,79874317,36.16,2.23
90157,Access Services  ,DR,TX,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,1621,11638106,31847813,2249602,14.16,5343609,84062834,37.37,2.38
90159,Western Contra Costa Transit Authority,CB,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,20,64925,9426117,331988,28.39,1391756,2177418,6.56,4.19
90159,Western Contra Costa Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,20,64925,324657,35671,9.10,53712,1604275,44.97,1.51
90159,Western Contra Costa Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,20,64925,5094241,811886,6.27,941952,8066296,9.94,1.16
90162,The Eastern Contra Costa Transit Authority,DR,PT,Independent Public Agency or Authority of Transit Service,137,"Antioch, CA",81,277634,225,323953,703294,120111,5.86,386855,3271160,27.23,3.22
90162,The Eastern Contra Costa Transit Authority,DR,TN,Independent Public Agency or Authority of Transit Service,137,"Antioch, CA",81,277634,225,323953,280052,40235,6.96,194834,440600,10.95,4.84
90162,The Eastern Contra Costa Transit Authority,MB,PT,Independent Public Agency or Authority of Transit Service,137,"Antioch, CA",81,277634,225,323953,10291818,1825574,5.64,1676283,17896874,9.80,0.92
90164,Ventura County Transportation Commission,CB,PT,Independent Public Agency or Authority of Transit Service,103,"Oxnard, CA",84,367260,28,209877,12806489,651595,19.65,907271,8652890,13.28,1.39
90164,Ventura County Transportation Commission,DR,PT,Independent Public Agency or Authority of Transit Service,103,"Oxnard, CA",84,367260,28,209877,105790,36756,2.88,55262,1137497,30.95,1.50
90164,Ventura County Transportation Commission,MB,PT,Independent Public Agency or Authority of Transit Service,103,"Oxnard, CA",84,367260,28,209877,312296,52671,5.93,38962,456551,8.67,0.74
90171,City of Santa Clarita,CB,PT,"City, County or Local Government Unit or Department of Transportation",146,"Santa Clarita, CA",77,258653,78,252271,10594070,427525,24.78,1337862,4907414,11.48,3.13
90171,City of Santa Clarita,DR,PT,"City, County or Local Government Unit or Department of Transportation",146,"Santa Clarita, CA",77,258653,78,252271,940245,115729,8.12,126501,6194277,53.52,1.09
90171,City of Santa Clarita,MB,PT,"City, County or Local Government Unit or Department of Transportation",146,"Santa Clarita, CA",77,258653,78,252271,9043567,2137959,4.23,1821281,15237485,7.13,0.85
90173,Transit Joint Powers Authority for Merced County,DR,PT,Independent Public Agency or Authority of Transit Service,235,"Merced, CA",48,136969,310,136957,330512,51946,6.36,177382,2189560,42.15,3.41
90173,Transit Joint Powers Authority for Merced County,MB,PT,Independent Public Agency or Authority of Transit Service,235,"Merced, CA",48,136969,310,136957,5586358,898784,6.22,1125835,8755587,9.74,1.25
90182,Altamont Corridor Express,CR,PT,Independent Public Agency or Authority of Transit Service,102,"Stockton, CA",93,370583,28,4393972,65810476,1506183,43.69,10929851,19656446,13.05,7.26
90196,County of Placer,CB,PT,"City, County or Local Government Unit or Department of Transportation",28,"Sacramento, CA",471,1723634,169,386166,2100558,79095,26.56,378091,699676,8.85,4.78
90196,County of Placer,DR,DO,"City, County or Local Government Unit or Department of Transportation",28,"Sacramento, CA",471,1723634,169,386166,27527,1732,15.89,6062,124857,72.09,3.50
90196,County of Placer,DR,PT,"City, County or Local Government Unit or Department of Transportation",28,"Sacramento, CA",471,1723634,169,386166,108429,27381,3.96,16333,786936,28.74,0.60
90196,County of Placer,MB,DO,"City, County or Local Government Unit or Department of Transportation",28,"Sacramento, CA",471,1723634,169,386166,4735788,623951,7.59,568138,11195917,17.94,0.91
90196,County of Placer,MB,PT,"City, County or Local Government Unit or Department of Transportation",28,"Sacramento, CA",471,1723634,169,386166,27904,8438,3.31,9839,626748,74.28,1.17
90196,County of Placer,VP,PT,"City, County or Local Government Unit or Department of Transportation",28,"Sacramento, CA",471,1723634,169,386166,811466,23930,33.91,69295,312188,13.05,2.90
90200,Kings County Area Public Transit Agency,DR,PT,Independent Public Agency or Authority of Transit Service,333,"Hanford, CA",28,87941,13,70408,62897,20146,3.12,23256,452451,22.46,1.15
90200,Kings County Area Public Transit Agency,MB,PT,Independent Public Agency or Authority of Transit Service,333,"Hanford, CA",28,87941,13,70408,4327822,682282,6.34,589610,4372135,6.41,0.86
90201,City of Turlock,DR,PT,"City, County or Local Government Unit or Department of Transportation",300,"Turlock, CA",26,99904,22,87867,84939,11455,7.42,31688,471595,41.17,2.77
90201,City of Turlock,MB,PT,"City, County or Local Government Unit or Department of Transportation",300,"Turlock, CA",26,99904,22,87867,589393,176995,3.33,183295,2372088,13.40,1.04
90205,City of Elk Grove,CB,PT,"City, County or Local Government Unit or Department of Transportation",28,"Sacramento, CA",471,1723634,42,174025,5076537,372089,13.64,716861,2900960,7.80,1.93
90205,City of Elk Grove,DR,PT,"City, County or Local Government Unit or Department of Transportation",28,"Sacramento, CA",471,1723634,42,174025,134224,20380,6.59,112254,1830734,89.83,5.51
90205,City of Elk Grove,MB,PT,"City, County or Local Government Unit or Department of Transportation",28,"Sacramento, CA",471,1723634,42,174025,1293989,362402,3.57,433233,4892540,13.50,1.20
90206,San Luis Obispo Regional Transit Authority,DR,DO,Independent Public Agency or Authority of Transit Service,447,"San Luis Obispo, CA",20,59219,130,206008,478425,56546,8.46,190315,3621604,64.05,3.37
90206,San Luis Obispo Regional Transit Authority,MB,DO,Independent Public Agency or Authority of Transit Service,447,"San Luis Obispo, CA",20,59219,130,206008,11471361,1039546,11.04,1337263,7284538,7.01,1.29
90208,Butte County Association of Governments,DR,PT,"MPO, COG or Other Planning Agency",306,"Chico, CA",34,98176,202,187257,539292,141277,3.82,317162,3059730,21.66,2.24
90208,Butte County Association of Governments,MB,PT,"MPO, COG or Other Planning Agency",306,"Chico, CA",34,98176,202,187257,4673365,949871,4.92,1211744,6166233,6.49,1.28
90209,"Valley Metro Rail, Inc.",LR,PT,Other Publicly-Owned or Privately Chartered Corporation,12,"Phoenix-Mesa, AZ",1147,3629114,39,406186,108918663,15084312,7.22,11071504,48417272,3.21,0.73
90211,Anaheim Transportation Network,DR,PT,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,50,358000,5980,17674,0.34,0,146447,8.29,0.00
90211,Anaheim Transportation Network,MB,PT,Independent Public Agency or Authority of Transit Service,2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,50,358000,18703935,9431136,1.98,4651425,16484602,1.75,0.49
90213,City of Petaluma,DR,PT,"City, County or Local Government Unit or Department of Transportation",428,"Petaluma, CA",21,64078,12,61917,57456,16987,3.38,43865,985391,58.01,2.58
90213,City of Petaluma,MB,PT,"City, County or Local Government Unit or Department of Transportation",428,"Petaluma, CA",21,64078,12,61917,917122,332293,2.76,209196,1881609,5.66,0.63
90214,City of Redondo Beach,DR,PT,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,13,67233,61458,13669,4.50,12334,602581,44.08,0.90
90214,City of Redondo Beach,MB,PT,"City, County or Local Government Unit or Department of Transportation",2,"Los Angeles-Long Beach-Anaheim, CA",1736,12150996,13,67233,1272305,353418,3.60,316054,3247070,9.19,0.89
90218,Riverside County Transportation Commission,VP,PT,"MPO, COG or Other Planning Agency",22,"Riverside-San Bernardino, CA",545,1932666,2100,1900000,6057231,160360,37.77,794387,1122899,7.00,4.95
90219,Northern Arizona Intergovernmental Public Transportation Authority,DR,DO,Independent Public Agency or Authority of Transit Service,384,"Flagstaff, AZ",35,71957,29,71917,99506,19765,5.03,102665,1030246,52.12,5.19
90219,Northern Arizona Intergovernmental Public Transportation Authority,MB,DO,Independent Public Agency or Authority of Transit Service,384,"Flagstaff, AZ",35,71957,29,71917,9615234,2541353,3.78,1293878,7539502,2.97,0.51
90219,Northern Arizona Intergovernmental Public Transportation Authority,VP,PT,Independent Public Agency or Authority of Transit Service,384,"Flagstaff, AZ",35,71957,29,71917,568134,9720,58.45,52135,55928,5.75,5.36
90222,Pima Association of Governments,VP,PT,"MPO, COG or Other Planning Agency",52,"Tucson, AZ",353,843168,9189,945867,2808186,62571,44.88,319011,232305,3.71,5.10
90223,"Paratransit, Inc.",DR,DO,Independent Public Agency or Authority of Transit Service,28,"Sacramento, CA",471,1723634,231,1035779,2929111,303884,9.64,1386181,15199203,50.02,4.56
90223,"Paratransit, Inc.",DR,PT,Independent Public Agency or Authority of Transit Service,28,"Sacramento, CA",471,1723634,231,1035779,332341,32184,10.33,150373,2653553,82.45,4.67
90223,"Paratransit, Inc.",DR,TX,Independent Public Agency or Authority of Transit Service,28,"Sacramento, CA",471,1723634,231,1035779,520557,69111,7.53,339924,2809899,40.66,4.92
90225,San Francisco Bay Area Water Emergency Transportation Authority,FB,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,127,281832,43803488,3048876,14.37,22434950,39172931,12.85,7.36
90226,Imperial County Transportation Commission,DR,PT,Independent Public Agency or Authority of Transit Service,289,"El Centro-Calexico, CA",30,107672,425,181698,1072641,35461,30.25,109126,1865751,52.61,3.08
90226,Imperial County Transportation Commission,MB,PT,Independent Public Agency or Authority of Transit Service,289,"El Centro-Calexico, CA",30,107672,425,181698,7411471,747878,9.91,643715,3833252,5.13,0.86
90229,El Dorado County Transit Authority,CB,DO,Independent Public Agency or Authority of Transit Service,28,"Sacramento, CA",471,1723634,1551,147200,4310937,148879,28.96,822564,1771847,11.90,5.53
90229,El Dorado County Transit Authority,DR,DO,Independent Public Agency or Authority of Transit Service,28,"Sacramento, CA",471,1723634,1551,147200,458877,42568,10.78,494763,2298860,54.00,11.62
90229,El Dorado County Transit Authority,MB,DO,Independent Public Agency or Authority of Transit Service,28,"Sacramento, CA",471,1723634,1551,147200,1519057,208090,7.30,177096,3708333,17.82,0.85
90230,California Vanpool Authority,VP,DO,"City, County or Local Government Unit or Department of Transportation",333,"Hanford, CA",28,87941,1727,6078647,121788224,3434148,35.46,10642705,10632353,3.10,3.10
90232,Solano County Transit,CB,PT,Independent Public Agency or Authority of Transit Service,203,"Vallejo, CA",42,165074,65,149473,9966577,723025,13.78,2509172,5911147,8.18,3.47
90232,Solano County Transit,DR,PT,Independent Public Agency or Authority of Transit Service,203,"Vallejo, CA",42,165074,65,149473,180567,34971,5.16,50095,1837575,52.55,1.43
90232,Solano County Transit,MB,PT,Independent Public Agency or Authority of Transit Service,203,"Vallejo, CA",42,165074,65,149473,1940193,688167,2.82,751412,6348474,9.23,1.09
90233,Yuma County Intergovernmental Public Transportation Authority,DR,PT,Independent Public Agency or Authority of Transit Service,238,"Yuma, AZ-CA",59,135267,78,195751,74580,8364,8.92,2754,239203,28.60,0.33
90233,Yuma County Intergovernmental Public Transportation Authority,MB,PT,Independent Public Agency or Authority of Transit Service,238,"Yuma, AZ-CA",59,135267,78,195751,4407592,455475,9.68,415121,4547418,9.98,0.91
90233,Yuma County Intergovernmental Public Transportation Authority,VP,PT,Independent Public Agency or Authority of Transit Service,238,"Yuma, AZ-CA",59,135267,78,195751,1971108,67922,29.02,335101,207730,3.06,4.93
90234,Marin County Transit District,DR,PT,Independent Public Agency or Authority of Transit Service,13,"San Francisco-Oakland, CA",524,3281212,520,259725,717078,108076,6.63,320410,4406752,40.77,2.96
